,MBL,has_parking
3304,46-D-20,1.0
3305,46-D-21,0.0
3306,46-D-23,1.0
3307,46-D-24,0.0
3308,46-D-25,1.0
3309,46-D-26,1.0
3310,46-E-1,1.0
3311,46-E-10,1.0
3312,46-E-18,1.0
3313,46-E-19,0.0
3314,46-E-21,0.0
3315,46-E-24,1.0
3316,46-E-28,0.0
3317,46-E-29,0.0
3318,46-E-3,1.0
3319,46-E-31,1.0
3320,46-E-34,0.0
3321,46-E-35,1.0
3322,46-E-4,1.0
3323,46-E-7,1.0
3324,46-E-8,1.0
3325,46-E-9,1.0
3326,46-F-10,1.0
3327,46-F-11,1.0
3328,46-F-12,0.0
3329,46-F-15,1.0
3330,46-F-21,1.0
3331,46-F-22,1.0
3332,46-F-26,1.0
3333,46-F-27,0.0
3334,46-F-28,1.0
3335,46-F-3,0.0
3336,46-F-30,1.0
3337,46-F-31,1.0
3338,46-F-35,1.0
3339,46-F-38,1.0
3340,46-F-7,0.0
3341,46-F-8,0.0
3342,46-G-10,1.0
3343,46-G-12,0.0
3344,46-G-13,1.0
3345,46-G-2,1.0
3346,46-G-3,1.0
3347,46-G-4,1.0
3348,46-G-7,1.0
3349,46-G-8,0.0
3350,47-A-1,1.0
3351,47-A-10,1.0
3352,47-A-12,1.0
3353,47-A-2,1.0
3354,47-A-3,1.0
3355,47-A-5,1.0
3356,47-A-7,1.0
3357,47-A-9,1.0
3358,47-B-1,1.0
3359,47-B-12,1.0
3360,47-B-19,1.0
3361,47-B-20,1.0
3362,47-B-21,1.0
3363,47-B-23,1.0
3364,47-B-7,1.0
3365,47-B-9,1.0
3366,47-C-14,1.0
3367,47-C-15,1.0
3368,47-C-16,1.0
3369,47-C-17,1.0
3370,47-C-21,1.0
3371,47-C-25,0.0
3372,47-C-26,0.0
3373,47-C-29,1.0
3374,47-C-32,0.0
3375,47-D-2,1.0
3376,47-D-7,1.0
3377,47-D-9,0.0
3378,47-E-11,1.0
3379,47-E-2,1.0
3380,47-E-9,1.0
3381,47-F-10,1.0
3382,47-F-13,1.0
3383,47-F-14,1.0
3384,47-F-16,1.0
3385,47-F-17,1.0
3386,47-F-19,1.0
3387,47-F-21,0.0
3388,47-F-5,1.0
3389,47-F-6,1.0
3390,47-F-7,1.0
3391,47-F-8,1.0
3392,47-G-1,0.0
3393,47-G-16,1.0
3394,47-G-19,1.0
3395,47-G-2,0.0
3396,47-G-20,1.0
3397,47-G-21,1.0
3398,47-G-22,0.0
3399,47-G-3,1.0
3400,47-G-7,1.0
3401,47-G-8,1.0
3402,47-G-9,1.0
3403,47-H-1,1.0
3404,47-H-10,1.0
3405,47-H-12,0.0
3406,47-H-18,1.0
3407,47-H-2,1.0
3408,47-H-23,1.0
3409,47-H-24,1.0
3410,47-H-25,1.0
3411,47-H-5,1.0
3412,47-I-1,1.0
3413,47-I-11,1.0
3414,47-I-12,1.0
3415,47-I-14,1.0
3416,47-I-4,1.0
3417,47-I-5,1.0
3418,48-A-11,1.0
3419,48-A-13,1.0
3420,48-A-17,1.0
3421,48-A-21,1.0
3422,48-A-24,1.0
3423,48-A-25,1.0
3424,48-A-38,1.0
3425,48-A-4,1.0
3426,48-A-41,1.0
3427,48-A-6,1.0
3428,48-A-7,1.0
3429,48-B-1,0.0
3430,48-B-10,1.0
3431,48-B-11,1.0
3432,48-B-12,1.0
3433,48-B-13,1.0
3434,48-B-14,1.0
3435,48-B-15,1.0
3436,48-B-16,1.0
3437,48-B-19,1.0
3438,48-B-5,1.0
3439,48-B-6,1.0
3440,48-B-8,1.0
3441,48-C-10,1.0
3442,48-C-13,1.0
3443,48-C-16,1.0
3444,48-C-17,1.0
3445,48-C-18,1.0
3446,48-C-21,1.0
3447,48-C-30,1.0
3448,48-C-9,1.0
3449,48-E-1,1.0
3450,48-E-12,1.0
3451,48-E-14,1.0
3452,48-E-16,1.0
3453,48-E-19,1.0
3454,48-E-20,1.0
3455,48-F-1,1.0
3456,48-F-12,0.0
3457,48-F-14,1.0
3458,48-F-18,0.0
3459,48-F-2,1.0
3460,48-F-20,1.0
3461,48-F-3,1.0
3462,48-F-5,1.0
3463,48-F-8,1.0
3464,48-G-1,1.0
3465,48-G-11,1.0
3466,48-G-18,1.0
3467,48-G-19,1.0
3468,48-G-2,1.0
3469,48-G-21,1.0
3470,48-G-24,1.0
3471,48-G-3,1.0
3472,48-G-6,1.0
3473,48-G-7,1.0
3474,48-G-8,1.0
3475,49-A-1,1.0
3476,49-A-10,1.0
3477,49-A-11,1.0
3478,49-A-14,1.0
3479,49-A-15,1.0
3480,49-A-17,1.0
3481,49-A-18,1.0
3482,49-A-19,1.0
3483,49-A-20,1.0
3484,49-A-24,1.0
3485,49-A-25,1.0
3486,49-A-26,1.0
3487,49-A-27,1.0
3488,49-A-31,1.0
3489,49-A-4,1.0
3490,49-A-5,1.0
3491,49-A-6,1.0
3492,49-A-9,1.0
3493,49-B-11,1.0
3494,49-B-12,1.0
3495,49-B-13,1.0
3496,49-B-14,1.0
3497,49-B-15,1.0
3498,49-B-16,1.0
3499,49-B-18,0.0
3500,49-B-19,1.0
3501,49-B-2,1.0
3502,49-B-20,1.0
3503,49-B-3,1.0
3504,49-B-6,0.0
3505,49-B-9,1.0
3506,49-C-10,1.0
3507,49-C-11,1.0
3508,49-C-16,1.0
3509,49-C-3,1.0
3510,49-C-5,1.0
3511,49-C-6,1.0
3512,49-C-8,1.0
3513,49-D-1,1.0
3514,49-D-10,1.0
3515,49-D-11,0.0
3516,49-D-15,1.0
3517,49-D-16,1.0
3518,49-D-18,1.0
3519,49-D-20,1.0
3520,49-D-3,1.0
3521,49-D-5,1.0
3522,49-D-6,1.0
3523,49-D-8,1.0
3524,49-E-1,1.0
3525,49-E-12,1.0
3526,49-E-15,1.0
3527,49-E-17,1.0
3528,49-E-2,1.0
3529,49-E-5,1.0
3530,49-E-6,1.0
3531,49-E-7,1.0
3532,49-F-1,1.0
3533,49-F-10,1.0
3534,49-F-12,1.0
3535,49-F-14,1.0
3536,49-F-6,0.0
3537,49-G-11,1.0
3538,49-G-13,1.0
3539,49-G-14,1.0
3540,49-G-3,1.0
3541,49-G-4,1.0
3542,49-H-1,1.0
3543,49-H-12,0.0
3544,49-H-13,1.0
3545,49-H-14,1.0
3546,49-H-15,1.0
3547,49-H-16,1.0
3548,49-H-2,1.0
3549,49-H-3,1.0
3550,49-H-4,1.0
3551,49-I-10,1.0
3552,49-I-12,1.0
3553,49-I-13,1.0
3554,49-I-14,1.0
3555,49-I-15,1.0
3556,49-I-16,1.0
3557,49-I-18,1.0
3558,49-I-2,1.0
3559,49-I-3,1.0
3560,50-A-1,1.0
3561,50-A-10,1.0
3562,50-A-12,1.0
3563,50-A-6,1.0
3564,50-A-7,1.0
3565,50-A-8,1.0
3566,50-B-1,1.0
3567,50-B-10,1.0
3568,50-B-11,1.0
3569,50-B-13,1.0
3570,50-B-14,1.0
3571,50-B-2,1.0
3572,50-B-3,0.0
3573,50-B-8,1.0
3574,50-C-1,1.0
3575,50-C-10,1.0
3576,50-C-12,1.0
3577,50-C-13,1.0
3578,50-C-14,1.0
3579,50-C-15,1.0
3580,50-C-2,1.0
3581,50-C-5,1.0
3582,50-C-8,1.0
3583,50-C-9,1.0
3584,50-D-1,0.0
3585,50-D-10,1.0
3586,50-D-11,1.0
3587,50-D-12,1.0
3588,50-D-13,1.0
3589,50-D-3,1.0
3590,50-D-4,1.0
3591,50-D-5,1.0
3592,50-D-6,1.0
3593,50-D-8,1.0
3594,50-E-1,1.0
3595,50-E-11,1.0
3596,50-E-15,1.0
3597,50-E-17,1.0
3598,50-E-19,1.0
3599,50-E-2,1.0
3600,50-E-24,1.0
3601,50-E-26,1.0
3602,50-E-27,1.0
3603,50-E-28,1.0
3604,50-E-30,1.0
3605,50-E-31,1.0
3606,50-E-32,1.0
3607,50-E-33,1.0
3608,50-E-34,1.0
3609,50-E-38,1.0
3610,50-E-40,0.0
3611,50-E-41,1.0
3612,50-E-42,1.0
3613,50-E-5,1.0
3614,50-E-6,1.0
3615,50-E-7,1.0
3616,50-E-8,1.0
3617,50-E-9,1.0
3618,50-F-1,1.0
3619,50-F-10,1.0
3620,50-F-11,1.0
3621,50-F-12,1.0
3622,50-F-15,1.0
3623,50-F-17,1.0
3624,50-F-18,1.0
3625,50-F-2,1.0
3626,50-F-27,1.0
3627,50-F-3,0.0
3628,50-F-33,1.0
3629,50-F-35,1.0
3630,50-F-36,0.0
3631,50-F-38,1.0
3632,50-F-6,1.0
3633,50-F-9,1.0
3634,50-G-1,1.0
3635,50-G-11,1.0
3636,50-G-12,1.0
3637,50-G-14,1.0
3638,50-G-15,1.0
3639,50-G-16,1.0
3640,50-G-17,1.0
3641,50-G-5,1.0
3642,50-G-7,1.0
3643,50-G-8,1.0
3644,50-H-10,1.0
3645,50-H-11,1.0
3646,50-H-15,1.0
3647,50-H-16,0.0
3648,50-H-17,1.0
3649,50-H-18,1.0
3650,50-H-20,1.0
3651,50-H-21,1.0
3652,50-H-22,1.0
3653,50-H-6,1.0
3654,50-H-8,1.0
3655,50-H-9,1.0
3656,50-I-6,1.0
3657,50-J-5,1.0
3658,50-J-6,1.0
3659,50-J-8,0.0
3660,50-K-1,0.0
3661,50-K-3,1.0
3662,50-K-6,1.0
3663,51-A-11,1.0
3664,51-A-13,1.0
3665,51-A-15,1.0
3666,51-A-17,1.0
3667,51-A-19,1.0
3668,51-A-2,1.0
3669,51-A-20,1.0
3670,51-A-24,1.0
3671,51-A-26,1.0
3672,51-A-28,1.0
3673,51-A-3,1.0
3674,51-A-4,1.0
3675,51-A-5,1.0
3676,51-A-6,1.0
3677,51-A-9,1.0
3678,51-B-11,0.0
3679,51-B-16,1.0
3680,51-B-17,1.0
3681,51-B-18,1.0
3682,51-C-18,1.0
3683,51-C-19,1.0
3684,51-C-20,1.0
3685,51-C-22,1.0
3686,51-C-23,1.0
3687,51-C-24,1.0
3688,51-C-25,1.0
3689,51-C-4,1.0
3690,51-C-6,1.0
3691,51-C-7,1.0
3692,51-C-8,1.0
3693,51-C-9,1.0
3694,51-D-11,1.0
3695,51-D-2,0.0
3696,51-D-20,0.0
3697,51-D-21,0.0
3698,51-D-22,1.0
3699,51-D-23,1.0
3700,51-D-25,1.0
3701,51-D-27,1.0
3702,51-D-28,1.0
3703,51-D-30,1.0
3704,51-D-31,1.0
3705,51-D-33,1.0
3706,51-D-37,0.0
3707,51-D-4,1.0
3708,51-D-6,1.0
3709,51-D-8,1.0
3710,51-E-10,1.0
3711,51-E-11,1.0
3712,51-E-13,1.0
3713,51-E-15,1.0
3714,51-E-16,1.0
3715,51-E-17,0.0
3716,51-E-18,1.0
3717,51-E-19,1.0
3718,51-E-21,1.0
3719,51-E-22,1.0
3720,51-E-23,1.0
3721,51-E-24,1.0
3722,51-E-27,1.0
3723,51-E-28,1.0
3724,51-E-33,1.0
3725,51-E-34,1.0
3726,51-E-36,1.0
3727,51-E-37,1.0
3728,51-E-38,1.0
3729,51-E-39,1.0
3730,51-E-41,1.0
3731,51-E-45,1.0
3732,51-E-47,1.0
3733,51-E-48,0.0
3734,51-E-53,1.0
3735,51-E-55,1.0
3736,51-E-56,1.0
3737,51-E-59,1.0
3738,51-E-6,1.0
3739,51-E-60,1.0
3740,51-E-61,1.0
3741,51-E-62,1.0
3742,51-E-9,1.0
3743,51-F-1,1.0
3744,51-F-11,1.0
3745,51-F-13,1.0
3746,51-F-14,1.0
3747,51-F-17,1.0
3748,51-F-18,1.0
3749,51-F-19,1.0
3750,51-F-20,1.0
3751,51-F-24,1.0
3752,51-F-26,1.0
3753,51-F-27,1.0
3754,51-F-31,1.0
3755,51-F-32,1.0
3756,51-F-35,1.0
3757,51-F-36,1.0
3758,51-F-37,1.0
3759,51-F-38,1.0
3760,51-F-9,1.0
3761,52-A-1,1.0
3762,52-A-3,1.0
3763,52-A-4,0.0
3764,52-A-6,1.0
3765,52-A-7,1.0
3766,52-B-11,1.0
3767,52-B-15,1.0
3768,52-B-17,1.0
3769,52-B-18,1.0
3770,52-B-19,1.0
3771,52-B-2,1.0
3772,52-B-20,1.0
3773,52-B-21,1.0
3774,52-B-25,0.0
3775,52-B-6,1.0
3776,52-C-12,1.0
3777,52-C-14,1.0
3778,52-C-17,1.0
3779,52-C-22,0.0
3780,52-C-27,1.0
3781,52-C-29,1.0
3782,52-C-3,1.0
3783,52-C-30,1.0
3784,52-C-32,1.0
3785,52-C-4,1.0
3786,52-C-47,0.0
3787,52-C-5,1.0
3788,52-C-7,1.0
3789,52-C-9,0.0
3790,52-D-10,1.0
3791,52-D-11,1.0
3792,52-D-18,0.0
3793,52-D-2,1.0
3794,52-D-21,1.0
3795,52-D-22,1.0
3796,52-D-8,1.0
3797,52-E-15,1.0
3798,52-E-17,0.0
3799,52-E-6,0.0
3800,52-F-1,1.0
3801,52-F-13,1.0
3802,52-F-14,1.0
3803,52-F-16,1.0
3804,52-F-18,1.0
3805,52-F-2,1.0
3806,52-G-11,1.0
3807,52-G-12,1.0
3808,52-G-22,1.0
3809,52-G-23,0.0
3810,52-G-24,1.0
3811,52-G-26,1.0
3812,52-G-27,1.0
3813,52-G-31,1.0
3814,52-G-32,1.0
3815,52-G-34,1.0
3816,52-G-5,0.0
3817,52-G-7,1.0
3818,52-H-11,1.0
3819,52-H-13,1.0
3820,52-H-16,1.0
3821,52-H-17,1.0
3822,52-H-18,1.0
3823,52-H-19,1.0
3824,52-H-2,1.0
3825,52-H-20,1.0
3826,52-H-21,0.0
3827,52-H-23,1.0
3828,52-H-3,1.0
3829,52-H-30,1.0
3830,52-H-31,1.0
3831,52-H-5,1.0
3832,52-H-6,1.0
3833,52-H-8,1.0
3834,53-B-13,1.0
3835,53-B-18,1.0
3836,53-B-20,1.0
3837,53-B-21,1.0
3838,53-B-22,0.0
3839,53-B-23,1.0
3840,53-C-1,1.0
3841,53-C-12,1.0
3842,53-C-3,1.0
3843,53-D-13,0.0
3844,53-D-14,0.0
3845,53-D-15,0.0
3846,53-D-4,0.0
3847,53-D-9,0.0
3848,54-A-1,1.0
3849,54-A-10,1.0
3850,54-A-11,1.0
3851,54-A-6,1.0
3852,54-B-10,1.0
3853,54-B-11,1.0
3854,54-B-3,1.0
3855,54-B-7,0.0
3856,54-B-8,1.0
3857,54-B-9,1.0
3858,54-C-13,0.0
3859,54-C-15,1.0
3860,54-C-16,1.0
3861,54-C-17,1.0
3862,54-C-18,1.0
3863,54-C-19,1.0
3864,54-C-23,0.0
3865,54-C-29,0.0
3866,54-C-30,1.0
3867,54-C-32,0.0
3868,54-C-4,1.0
3869,54-C-5,1.0
3870,54-C-9,1.0
3871,54-D-17,1.0
3872,54-D-19,1.0
3873,54-D-2,1.0
3874,54-D-5,1.0
3875,54-D-9,1.0
3876,54-E-2,1.0
3877,54-F-12,1.0
3878,54-F-7,1.0
3879,54-G-10,1.0
3880,54-G-16,1.0
3881,54-G-18,1.0
3882,54-G-23,1.0
3883,54-G-24,1.0
3884,54-G-26,1.0
3885,54-G-3,1.0
3886,54-G-8,1.0
3887,54-H-1,1.0
3888,54-H-5,1.0
3889,54-H-7,1.0
3890,55-B-13,1.0
3891,55-B-16,1.0
3892,55-B-2,1.0
3893,55-B-8,1.0
3894,55-C-1,1.0
3895,55-C-10,1.0
3896,55-C-2,1.0
3897,55-C-3,1.0
3898,55-C-8,1.0
3899,55-D-10,1.0
3900,55-D-5,1.0
3901,55-D-6,1.0
3902,55-D-7,1.0
3903,55-E-1,1.0
3904,55-E-2,1.0
3905,55-E-4,1.0
3906,55-E-5,1.0
3907,55-E-6,1.0
3908,56-A-1,1.0
3909,56-A-10,1.0
3910,56-A-11,1.0
3911,56-A-12,1.0
3912,56-A-14,1.0
3913,56-A-17,1.0
3914,56-A-19,1.0
3915,56-A-2,1.0
3916,56-A-20,1.0
3917,56-A-23,1.0
3918,56-A-26,1.0
3919,56-A-27,1.0
3920,56-A-28,1.0
3921,56-A-29,1.0
3922,56-A-3,1.0
3923,56-A-4,1.0
3924,56-A-5,1.0
3925,56-A-6,1.0
3926,56-A-7,1.0
3927,56-A-9,1.0
3928,56-B-1,1.0
3929,56-B-15,1.0
3930,56-B-16,1.0
3931,56-B-17,1.0
3932,56-B-18,1.0
3933,56-B-19,1.0
3934,56-B-2,1.0
3935,56-B-20,1.0
3936,56-B-21,1.0
3937,56-B-22,1.0
3938,56-B-23,1.0
3939,56-B-24,1.0
3940,56-B-25,1.0
3941,56-B-30,1.0
3942,56-B-31,1.0
3943,56-B-32,1.0
3944,56-B-9,1.0
3945,56-C-10,1.0
3946,56-C-11,1.0
3947,56-C-12,1.0
3948,56-C-13,1.0
3949,56-C-7,1.0
3950,56-C-8,1.0
3951,56-C-9,1.0
3952,56-D-10,1.0
3953,56-D-11,1.0
3954,56-D-12,1.0
3955,56-D-13,1.0
3956,56-D-14,1.0
3957,56-D-15,1.0
3958,56-D-16,1.0
3959,56-D-18,1.0
3960,56-D-2,1.0
3961,56-D-20,1.0
3962,56-D-21,1.0
3963,56-D-22,1.0
3964,56-D-23,1.0
3965,56-D-25,1.0
3966,56-D-26,1.0
3967,56-D-27,1.0
3968,56-D-28,1.0
3969,56-D-3,1.0
3970,56-D-30,1.0
3971,56-D-31,1.0
3972,56-D-32,1.0
3973,56-D-33,1.0
3974,56-D-34,1.0
3975,56-D-35,1.0
3976,56-D-36,1.0
3977,56-D-4,1.0
3978,56-D-5,1.0
3979,56-D-6,1.0
3980,56-D-7,1.0
3981,56-D-8,1.0
3982,57-A-13,1.0
3983,57-A-14,1.0
3984,57-A-15,1.0
3985,57-A-17,1.0
3986,57-A-19,1.0
3987,57-A-20,1.0
3988,57-A-21,1.0
3989,57-A-22,1.0
3990,57-A-25,1.0
3991,57-A-7,1.0
3992,57-A-9,1.0
3993,58-A-13,1.0
3994,58-A-14,0.0
3995,58-A-15,1.0
3996,58-A-4,1.0
3997,58-A-9,1.0
3998,58-B-11,1.0
3999,58-B-13,1.0
4000,58-B-15,1.0
4001,58-B-16,1.0
4002,58-B-18,1.0
4003,58-B-2,1.0
4004,58-B-20,1.0
4005,58-B-21,1.0
4006,58-B-22,1.0
4007,58-B-23,1.0
4008,58-B-27,1.0
4009,58-B-30,1.0
4010,58-B-31,1.0
4011,58-B-35,1.0
4012,58-B-37,1.0
4013,58-B-38,1.0
4014,58-B-39,1.0
4015,58-B-4,1.0
4016,58-B-40,1.0
4017,58-B-41,1.0
4018,58-B-43,1.0
4019,58-B-45,1.0
4020,58-B-6,1.0
4021,58-B-8,1.0
4022,58-B-9,1.0
4023,58-C-13,1.0
4024,58-D-1,1.0
4025,58-D-10,1.0
4026,58-D-11,1.0
4027,58-D-23,1.0
4028,58-D-3,0.0
4029,58-D-4,1.0
4030,58-D-6,1.0
4031,58-D-7,1.0
4032,58-D-8,1.0
4033,58-D-9,1.0
4034,58-E-12,1.0
4035,58-E-13,1.0
4036,58-E-16,1.0
4037,58-E-2,0.0
4038,58-E-4,1.0
4039,58-E-7,1.0
4040,58-E-8,1.0
4041,59-A-1,1.0
4042,59-A-11,1.0
4043,59-A-12,1.0
4044,59-A-13,1.0
4045,59-A-17,1.0
4046,59-A-19,1.0
4047,59-A-20,1.0
4048,59-A-22,1.0
4049,59-A-24,1.0
4050,59-A-27,1.0
4051,59-A-7,1.0
4052,59-A-8,0.0
4053,59-A-9,1.0
4054,59-B-12,1.0
4055,59-B-13,1.0
4056,59-B-15,1.0
4057,59-B-16,1.0
4058,59-B-19,1.0
4059,59-B-21,1.0
4060,59-B-25,1.0
4061,59-B-5,1.0
4062,59-B-6,1.0
4063,59-B-7,1.0
4064,59-B-8,1.0
4065,59-C-10,1.0
4066,59-C-13,1.0
4067,59-C-18,1.0
4068,59-C-21,1.0
4069,59-C-7,0.0
4070,59-C-8,1.0
4071,59-D-1,1.0
4072,59-D-10,1.0
4073,59-D-11,1.0
4074,59-D-12,1.0
4075,59-D-19,1.0
4076,59-D-20,1.0
4077,59-D-22,1.0
4078,59-D-3,1.0
4079,59-D-4,1.0
4080,59-D-5,1.0
4081,59-D-6,1.0
4082,59-D-8,1.0
4083,6-A-10,1.0
4084,6-A-12,1.0
4085,6-A-13,1.0
4086,6-A-14,1.0
4087,6-A-18,0.0
4088,6-A-4,1.0
4089,6-B-11,1.0
4090,6-B-13,1.0
4091,6-B-14,1.0
4092,6-B-18,1.0
4093,6-B-19,1.0
4094,6-B-22,1.0
4095,6-B-24,1.0
4096,6-B-25,1.0
4097,6-B-26,1.0
4098,6-B-28,1.0
4099,6-B-29,1.0
4100,6-B-30,1.0
4101,6-B-33,1.0
4102,6-B-34,1.0
4103,6-B-35,1.0
4104,6-B-5,1.0
4105,6-B-6,1.0
4106,6-B-8,1.0
4107,6-B-9,1.0
4108,6-C-10,1.0
4109,6-C-19,1.0
4110,6-C-2,1.0
4111,6-C-21,1.0
4112,6-C-22,1.0
4113,6-C-23,1.0
4114,6-C-27,1.0
4115,6-C-28,1.0
4116,6-C-29,1.0
4117,6-C-31,1.0
4118,6-C-33,1.0
4119,6-C-34,1.0
4120,6-C-35,1.0
4121,6-C-36,1.0
4122,6-C-4,1.0
4123,6-C-5,1.0
4124,6-C-6,1.0
4125,6-C-7,1.0
4126,6-C-8,1.0
4127,6-D-10,1.0
4128,6-D-11,1.0
4129,6-D-12,1.0
4130,6-D-14,1.0
4131,6-D-16,1.0
4132,6-D-18,1.0
4133,6-D-19,1.0
4134,6-D-22,1.0
4135,6-D-25,0.0
4136,6-D-26,1.0
4137,6-D-28,1.0
4138,6-D-29,1.0
4139,6-D-3,1.0
4140,6-D-30,1.0
4141,6-D-31,1.0
4142,6-D-33,1.0
4143,6-D-34,1.0
4144,6-D-38,1.0
4145,6-D-5,1.0
4146,6-D-8,1.0
4147,6-D-9,1.0
4148,6-E-5,1.0
4149,6-E-6,1.0
4150,6-F-1,1.0
4151,60-A-10,1.0
4152,60-A-12,1.0
4153,60-A-14,1.0
4154,60-A-16,1.0
4155,60-A-2,1.0
4156,60-A-20,1.0
4157,60-A-23,1.0
4158,60-A-24,0.0
4159,60-A-26,1.0
4160,60-A-3,1.0
4161,60-A-4,1.0
4162,60-A-9,1.0
4163,60-B-1,1.0
4164,60-B-11,1.0
4165,60-B-13,1.0
4166,60-B-15,1.0
4167,60-B-16,1.0
4168,60-B-19,1.0
4169,60-B-2,1.0
4170,60-B-21,1.0
4171,60-B-23,1.0
4172,60-B-25,1.0
4173,60-B-26,1.0
4174,60-B-27,1.0
4175,60-B-28,1.0
4176,60-B-3,1.0
4177,60-B-30,1.0
4178,60-B-32,1.0
4179,60-B-33,1.0
4180,60-B-34,1.0
4181,60-B-36,1.0
4182,60-B-4,1.0
4183,60-B-5,1.0
4184,60-B-6,1.0
4185,60-B-7,1.0
4186,60-B-9,1.0
4187,60-C-10,1.0
4188,60-C-14,1.0
4189,60-C-15,1.0
4190,60-C-17,1.0
4191,60-C-18,1.0
4192,60-C-22,1.0
4193,60-C-23,1.0
4194,60-C-25,1.0
4195,60-C-30,1.0
4196,60-C-32,1.0
4197,60-C-33,1.0
4198,60-C-34,1.0
4199,60-C-35,1.0
4200,60-C-4,1.0
4201,60-C-43,1.0
4202,60-C-46,1.0
4203,60-C-48,1.0
4204,60-C-49,1.0
4205,60-C-5,1.0
4206,60-C-50,1.0
4207,60-C-51,1.0
4208,60-C-7,1.0
4209,60-C-8,1.0
4210,60-D-1,1.0
4211,60-D-10,1.0
4212,60-D-13,1.0
4213,60-D-14,1.0
4214,60-D-15,1.0
4215,60-D-16,1.0
4216,60-D-17,1.0
4217,60-D-19,1.0
4218,60-D-21,1.0
4219,60-D-22,1.0
4220,60-D-24,1.0
4221,60-D-25,0.0
4222,60-D-27,1.0
4223,60-D-4,0.0
4224,60-D-7,1.0
4225,60-E-16,1.0
4226,60-E-2,1.0
4227,60-E-5,0.0
4228,60-E-8,0.0
4229,61-A-1,1.0
4230,61-A-10,1.0
4231,61-A-18,1.0
4232,61-A-21,1.0
4233,61-A-22,1.0
4234,61-A-3,1.0
4235,61-A-5,1.0
4236,61-A-6,1.0
4237,61-B-1,1.0
4238,61-B-10,1.0
4239,61-B-11,1.0
4240,61-B-16,1.0
4241,61-B-18,1.0
4242,61-B-20,1.0
4243,61-B-3,1.0
4244,61-B-5,1.0
4245,61-B-6,1.0
4246,61-B-7,1.0
4247,61-B-8,1.0
4248,61-C-1,1.0
4249,61-C-14,1.0
4250,61-C-15,1.0
4251,61-C-16,1.0
4252,61-C-2,1.0
4253,61-C-5,1.0
4254,61-C-6,1.0
4255,61-C-7,1.0
4256,61-C-8,1.0
4257,61-C-9,1.0
4258,61-D-10,1.0
4259,61-H-3,1.0
4260,62-A-10,1.0
4261,62-A-11,1.0
4262,62-A-12,1.0
4263,62-A-13,1.0
4264,62-A-14,1.0
4265,62-A-2,1.0
4266,62-A-23,1.0
4267,62-A-25,1.0
4268,62-A-29,1.0
4269,62-A-3,1.0
4270,62-A-30,1.0
4271,62-A-31,1.0
4272,62-A-32,1.0
4273,62-A-34,1.0
4274,62-A-4,1.0
4275,62-A-6,1.0
4276,62-A-8,1.0
4277,62-B-10,1.0
4278,62-B-13,1.0
4279,62-B-14,1.0
4280,62-B-17,1.0
4281,62-B-19,1.0
4282,62-B-20,1.0
4283,62-B-21,1.0
4284,62-B-22,1.0
4285,62-B-24,0.0
4286,62-B-27,1.0
4287,62-B-28,1.0
4288,62-B-30,1.0
4289,62-B-32,1.0
4290,62-B-33,1.0
4291,62-B-34,1.0
4292,62-B-35,1.0
4293,62-B-36,1.0
4294,62-B-37,1.0
4295,62-B-38,1.0
4296,62-B-39,1.0
4297,62-B-40,1.0
4298,62-B-41,1.0
4299,62-B-44,1.0
4300,62-B-46,1.0
4301,62-B-47,1.0
4302,62-B-48,1.0
4303,62-B-49,1.0
4304,62-B-50,1.0
4305,62-B-51,1.0
4306,62-B-7,1.0
4307,62-B-8,0.0
4308,62-B-9,1.0
4309,62-C-12,0.0
4310,62-C-13,1.0
4311,62-C-15,0.0
4312,62-C-16,1.0
4313,62-C-19,1.0
4314,62-C-20,1.0
4315,62-C-21,1.0
4316,62-C-22,1.0
4317,62-C-23,1.0
4318,62-C-24,1.0
4319,62-C-27,1.0
4320,62-C-3,1.0
4321,62-C-32,1.0
4322,62-C-34,1.0
4323,62-C-35,1.0
4324,62-C-36,1.0
4325,62-C-39,1.0
4326,62-C-40,1.0
4327,62-C-44,1.0
4328,62-C-45,1.0
4329,62-C-9,0.0
4330,63-A-11,1.0
4331,63-A-15,1.0
4332,63-A-27,1.0
4333,63-A-29,1.0
4334,63-A-30,1.0
4335,63-A-33,1.0
4336,63-A-34,1.0
4337,63-A-35,1.0
4338,63-A-36,1.0
4339,63-A-37,1.0
4340,63-A-39,1.0
4341,63-A-4,1.0
4342,63-A-5,1.0
4343,63-A-7,1.0
4344,63-A-9,1.0
4345,63-B-10,1.0
4346,63-B-14,1.0
4347,63-B-15,1.0
4348,63-B-17,1.0
4349,63-B-23,1.0
4350,63-B-24,1.0
4351,63-B-26,1.0
4352,63-B-29,1.0
4353,63-B-33,1.0
4354,63-B-34,1.0
4355,63-B-36,1.0
4356,63-B-4,0.0
4357,63-B-9,1.0
4358,63-C-18,0.0
4359,63-C-2,1.0
4360,63-C-22,1.0
4361,63-C-25,1.0
4362,63-C-26,0.0
4363,63-C-29,1.0
4364,63-C-37,1.0
4365,63-C-38,0.0
4366,63-C-41,1.0
4367,63-C-45,1.0
4368,63-C-46,1.0
4369,64-B-12,1.0
4370,64-B-14,1.0
4371,64-B-18,1.0
4372,64-B-19,1.0
4373,64-B-2,0.0
4374,64-B-20,1.0
4375,64-B-22,1.0
4376,64-B-24,1.0
4377,64-B-25,1.0
4378,64-B-27,1.0
4379,64-B-28,1.0
